,Equipe,Adversaire,Buts,Buts_mi_temps,Nb_tirs,Nb_tirs_cadres,Nb_fautes,Corners,Carton_jaune,Carton_rouge,Date,Saison,Resultat_match,D_E,Nb_points
2273,Reims,Brest,1,1,13,2,13,7,4,0,2021-10-17,2021,Nul,E,1
2274,Rennes,Metz,3,3,21,8,9,10,1,0,2021-10-17,2021,Victoire,E,3
2275,St Etienne,Strasbourg,1,1,4,2,10,4,2,1,2021-10-17,2021,Defaite,E,0
2276,Lens,Montpellier,0,0,19,5,16,2,4,0,2021-10-17,2021,Defaite,E,0
2277,Lorient,Marseille,1,1,15,7,10,4,1,0,2021-10-17,2021,Defaite,E,0
2278,Angers,St Etienne,2,1,4,2,18,1,3,0,2021-10-22,2021,Nul,E,1
2279,Clermont,Nantes,1,0,4,1,11,3,0,1,2021-10-23,2021,Defaite,E,0
2280,Brest,Lille,1,1,13,5,15,4,2,0,2021-10-23,2021,Nul,E,1
2281,Lyon,Nice,2,1,13,8,7,2,0,1,2021-10-24,2021,Defaite,E,0
2282,Metz,Lens,1,1,9,4,13,6,3,0,2021-10-24,2021,Defaite,E,0
2283,Bordeaux,Lorient,1,0,11,5,13,4,2,1,2021-10-24,2021,Nul,E,1
2284,Troyes,Reims,2,1,7,4,13,1,2,0,2021-10-24,2021,Victoire,E,3
2285,Strasbourg,Rennes,0,0,8,2,11,6,2,0,2021-10-24,2021,Defaite,E,0
2286,Montpellier,Monaco,1,0,12,3,16,4,4,0,2021-10-24,2021,Defaite,E,0
2287,Paris SG,Marseille,0,0,10,4,8,5,2,1,2021-10-24,2021,Nul,E,1
2288,Marseille,Nice,1,1,7,1,8,5,2,0,2021-10-27,2021,Nul,E,1
2289,Lille,Paris SG,1,1,11,3,10,5,5,0,2021-10-29,2021,Defaite,E,0
2290,St Etienne,Metz,1,1,10,3,11,8,3,0,2021-10-30,2021,Nul,E,1
2291,Lens,Lyon,1,0,18,10,13,5,2,0,2021-10-30,2021,Defaite,E,0
2292,Nice,Angers,2,0,14,5,9,8,2,0,2021-10-31,2021,Victoire,E,3
2293,Reims,Bordeaux,2,1,12,8,10,2,2,0,2021-10-31,2021,Defaite,E,0
2294,Nantes,Montpellier,0,0,12,1,23,5,5,0,2021-10-31,2021,Defaite,E,0
2295,Lorient,Strasbourg,0,0,5,0,10,3,0,0,2021-10-31,2021,Defaite,E,0
2296,Rennes,Troyes,2,1,13,5,15,12,1,0,2021-10-31,2021,Nul,E,1
2297,Monaco,Brest,0,0,5,2,17,5,5,0,2021-10-31,2021,Defaite,E,0
2298,Marseille,Clermont,1,1,9,4,11,2,4,0,2021-10-31,2021,Victoire,E,3
2299,Troyes,Lens,0,0,14,6,8,2,1,0,2021-11-05,2021,Defaite,E,0
2300,Angers,Lille,1,0,9,5,9,8,2,0,2021-11-06,2021,Nul,E,1
2301,Paris SG,Bordeaux,3,2,9,5,10,5,1,0,2021-11-06,2021,Victoire,E,3
2302,Metz,Marseille,0,0,12,4,9,7,3,1,2021-11-07,2021,Nul,E,1
2303,Brest,Lorient,2,0,16,5,8,6,1,0,2021-11-07,2021,Victoire,E,3
2304,Strasbourg,Nantes,2,1,17,6,12,5,1,1,2021-11-07,2021,Nul,E,1
2305,Monaco,Reims,0,0,12,3,13,6,2,0,2021-11-07,2021,Nul,E,1
2306,Clermont,St Etienne,2,0,9,4,10,2,1,0,2021-11-07,2021,Defaite,E,0
2307,Montpellier,Nice,1,0,8,2,7,2,0,0,2021-11-07,2021,Victoire,E,3
2308,Lyon,Rennes,1,0,6,4,12,2,2,0,2021-11-07,2021,Defaite,E,0
2309,Lille,Monaco,2,2,15,8,16,5,5,0,2021-11-19,2021,Nul,E,1
2310,Nantes,Paris SG,1,0,12,6,12,3,2,0,2021-11-20,2021,Defaite,E,0
2311,Montpellier,Rennes,0,0,4,2,10,2,3,1,2021-11-20,2021,Defaite,E,0
2312,Lens,Brest,0,0,14,5,7,5,2,1,2021-11-21,2021,Defaite,E,0
2313,Lorient,Angers,0,0,10,3,13,3,0,0,2021-11-21,2021,Defaite,E,0
2314,Bordeaux,Metz,3,2,19,5,11,4,2,0,2021-11-21,2021,Nul,E,1
2315,Reims,Strasbourg,1,1,10,3,13,4,4,0,2021-11-21,2021,Nul,E,1
2316,St Etienne,Troyes,1,0,14,4,11,8,4,0,2021-11-21,2021,Victoire,E,3
2317,Nice,Clermont,2,0,9,4,16,5,4,0,2021-11-21,2021,Victoire,E,3
2318,Angers,Lens,2,1,12,5,6,5,0,0,2021-11-26,2021,Nul,E,1
2319,Nantes,Lille,1,1,7,3,12,1,2,1,2021-11-27,2021,Nul,E,1
2320,Metz,Nice,1,1,4,1,12,1,2,0,2021-11-27,2021,Victoire,E,3
2321,Paris SG,St Etienne,3,1,15,8,10,5,1,0,2021-11-28,2021,Victoire,E,3
2322,Brest,Bordeaux,2,0,14,4,11,2,1,0,2021-11-28,2021,Victoire,E,3
2323,Rennes,Lorient,2,0,11,5,11,4,2,0,2021-11-28,2021,Victoire,E,3
2324,Strasbourg,Monaco,1,0,7,4,9,3,1,0,2021-11-28,2021,Nul,E,1
2325,Clermont,Reims,0,0,4,0,13,1,2,0,2021-11-28,2021,Defaite,E,0
2326,Lyon,Montpellier,1,1,11,3,15,5,4,0,2021-11-28,2021,Victoire,E,3
2327,Troyes,Marseille,0,0,5,2,17,3,4,0,2021-11-28,2021,Defaite,E,0
2328,Monaco,Angers,3,2,14,8,18,4,2,0,2021-12-01,2021,Victoire,E,3
2329,St Etienne,Brest,0,0,13,3,9,3,3,0,2021-12-01,2021,Defaite,E,0
2330,Montpellier,Metz,3,2,10,7,9,4,2,0,2021-12-01,2021,Victoire,E,3
2331,Bordeaux,Strasbourg,2,1,13,2,13,2,3,0,2021-12-01,2021,Defaite,E,0
2332,Lorient,Troyes,0,0,9,3,11,3,1,0,2021-12-01,2021,Defaite,E,0
2333,Lens,Clermont,2,1,9,2,13,3,5,0,2021-12-01,2021,Nul,E,1
2334,Reims,Lyon,2,0,8,4,17,4,2,0,2021-12-01,2021,Victoire,E,3
2335,Marseille,Nantes,1,1,15,5,7,6,2,0,2021-12-01,2021,Victoire,E,3
2336,Nice,Paris SG,0,0,4,2,13,5,2,0,2021-12-01,2021,Nul,E,1
2337,Lille,Rennes,2,2,6,2,12,1,1,0,2021-12-01,2021,Victoire,E,3
2338,Brest,Marseille,2,0,9,4,7,0,2,0,2021-12-04,2021,Victoire,E,3
2339,Troyes,Lille,1,1,7,3,9,6,4,0,2021-12-04,2021,Defaite,E,0
2340,Paris SG,Lens,1,0,13,6,9,5,2,0,2021-12-04,2021,Nul,E,1
2341,Rennes,St Etienne,5,3,18,10,7,2,0,0,2021-12-05,2021,Victoire,E,3
2342,Nantes,Lorient,1,0,5,1,13,3,3,0,2021-12-05,2021,Victoire,E,3
2343,Metz,Monaco,0,0,6,0,13,4,2,0,2021-12-05,2021,Defaite,E,0
2344,Clermont,Montpellier,0,0,10,3,15,3,3,1,2021-12-05,2021,Defaite,E,0
2345,Angers,Reims,2,0,13,4,13,4,3,0,2021-12-05,2021,Victoire,E,3
2346,Strasbourg,Nice,3,1,15,5,14,4,3,0,2021-12-05,2021,Victoire,E,3
2347,Lyon,Bordeaux,2,2,19,5,9,8,0,0,2021-12-05,2021,Nul,E,1
2348,Lens,Nantes,2,2,4,2,10,2,3,0,2021-12-10,2021,Defaite,E,0
2349,Montpellier,Brest,4,1,9,4,6,2,1,0,2021-12-11,2021,Victoire,E,3
2350,St Etienne,Reims,0,0,4,0,16,5,2,1,2021-12-11,2021,Defaite,E,0
2351,Lyon,Lille,0,0,13,2,15,3,6,0,2021-12-12,2021,Nul,E,1
2352,Clermont,Angers,1,0,17,3,12,3,2,0,2021-12-12,2021,Victoire,E,3
2353,Lorient,Metz,1,0,17,6,8,8,2,0,2021-12-12,2021,Defaite,E,0
2354,Nice,Rennes,2,1,7,3,11,6,4,0,2021-12-12,2021,Victoire,E,3
2355,Bordeaux,Troyes,2,1,8,4,15,1,3,0,2021-12-12,2021,Victoire,E,3
2356,Marseille,Strasbourg,2,0,8,3,12,3,1,0,2021-12-12,2021,Victoire,E,3
2357,Monaco,Paris SG,0,0,13,3,15,6,4,0,2021-12-12,2021,Defaite,E,0
2358,Lille,Bordeaux,3,1,12,3,7,6,3,0,2021-12-22,2021,Victoire,E,3
2359,Paris SG,Lorient,1,0,17,4,8,8,3,1,2021-12-22,2021,Nul,E,1
2360,Metz,Lyon,1,0,6,2,19,2,3,0,2021-12-22,2021,Nul,E,1
2361,Reims,Marseille,1,0,7,2,6,4,4,1,2021-12-22,2021,Nul,E,1
2362,Rennes,Monaco,1,1,16,6,9,5,1,0,2021-12-22,2021,Defaite,E,0
2363,Angers,Montpellier,1,1,13,6,13,6,1,0,2021-12-22,2021,Defaite,E,0
2364,Lens,Nice,1,1,8,4,9,4,2,0,2021-12-22,2021,Defaite,E,0
2365,Nantes,St Etienne,1,0,8,3,12,4,1,0,2021-12-22,2021,Victoire,E,3
2366,Brest,Troyes,1,1,8,2,10,0,1,0,2021-12-22,2021,Nul,E,1
2367,Marseille,Bordeaux,1,1,18,6,7,9,1,0,2022-01-07,2021,Victoire,E,3
2368,Rennes,Lens,0,0,5,0,6,1,1,0,2022-01-08,2021,Defaite,E,0
2369,Nice,Brest,3,1,9,4,11,3,3,1,2022-01-09,2021,Victoire,E,3
2370,Reims,Clermont,0,0,7,2,24,2,3,0,2022-01-09,2021,Nul,E,1
2371,Strasbourg,Metz,2,0,19,7,6,3,1,0,2022-01-09,2021,Victoire,E,3
2372,Monaco,Nantes,0,0,9,1,12,2,2,0,2022-01-09,2021,Nul,E,1
2373,Paris SG,Lyon,1,0,15,3,13,7,2,0,2022-01-09,2021,Nul,E,1
2374,Nantes,Nice,1,1,11,3,17,5,1,0,2022-01-14,2021,Defaite,E,0
2375,Lens,St Etienne,2,0,14,4,13,6,1,0,2022-01-15,2021,Victoire,E,3
2376,Brest,Paris SG,0,0,6,3,8,6,3,0,2022-01-15,2021,Defaite,E,0
2377,Bordeaux,Rennes,0,0,5,1,9,1,5,1,2022-01-16,2021,Defaite,E,0
2378,Angers,Lorient,0,0,5,0,9,1,1,1,2022-01-16,2021,Nul,E,1
2379,Clermont,Monaco,0,0,6,1,10,1,1,0,2022-01-16,2021,Defaite,E,0
2380,Metz,Reims,1,0,17,5,16,4,4,0,2022-01-16,2021,Victoire,E,3
2381,Montpellier,Strasbourg,1,1,9,5,9,3,2,1,2022-01-16,2021,Defaite,E,0
2382,Lyon,Troyes,1,1,19,8,12,7,1,0,2022-01-16,2021,Victoire,E,3
2383,Lille,Marseille,1,1,5,4,11,2,5,1,2022-01-16,2021,Nul,E,1
2384,Strasbourg,Clermont,2,1,15,5,11,4,0,0,2022-01-19,2021,Victoire,E,3
2385,Lorient,Lille,1,0,18,5,11,2,0,0,2022-01-19,2021,Defaite,E,0
2386,Troyes,Montpellier,1,0,13,5,10,4,1,0,2022-01-19,2021,Victoire,E,3
2387,St Etienne,Lyon,0,0,4,1,17,2,4,0,2022-01-21,2021,Defaite,E,0
2388,Lille,Brest,0,0,17,5,10,10,3,0,2022-01-22,2021,Defaite,E,0
2389,Marseille,Lens,2,1,10,7,6,5,2,0,2022-01-22,2021,Victoire,E,3
2390,Nice,Metz,2,0,7,6,6,4,1,0,2022-01-23,2021,Victoire,E,3
2391,Troyes,Angers,1,1,11,6,21,3,3,0,2022-01-23,2021,Defaite,E,0
2392,Strasbourg,Bordeaux,3,1,18,6,11,3,2,0,2022-01-23,2021,Defaite,E,0
2393,Rennes,Clermont,1,1,13,4,17,6,3,0,2022-01-23,2021,Defaite,E,0
2394,Lorient,Nantes,2,0,15,6,10,6,0,0,2022-01-23,2021,Defaite,E,0
2395,Monaco,Montpellier,2,1,17,7,10,10,2,0,2022-01-23,2021,Defaite,E,0
2396,Reims,Paris SG,0,0,7,3,10,0,1,0,2022-01-23,2021,Defaite,E,0
2397,St Etienne,Angers,1,1,8,5,13,1,1,0,2022-01-26,2021,Victoire,E,3
2398,Marseille,Lyon,1,1,9,1,8,6,0,0,2022-02-01,2021,Defaite,E,0
0,Lille,Paris SG,0,0,12,2,20,3,3,0,2015-08-07,2015,Defaite,D,0
1,Bastia,Rennes,2,0,11,3,15,6,0,1,2015-08-08,2015,Victoire,D,3
2,Marseille,Caen,0,0,17,4,10,14,1,0,2015-08-08,2015,Defaite,D,0
3,Montpellier,Angers,0,0,11,4,12,5,3,0,2015-08-08,2015,Defaite,D,0
4,Nantes,Guingamp,1,0,9,4,13,6,2,0,2015-08-08,2015,Victoire,D,3
5,Nice,Monaco,1,1,5,2,18,2,2,1,2015-08-08,2015,Defaite,D,0
6,Troyes,Ajaccio GFCO,0,0,12,4,11,9,0,0,2015-08-08,2015,Nul,D,1
7,Bordeaux,Reims,1,1,14,4,14,4,2,0,2015-08-09,2015,Defaite,D,0
8,Lyon,Lorient,0,0,21,6,11,7,1,0,2015-08-09,2015,Nul,D,1
9,Toulouse,St Etienne,2,1,9,3,10,3,0,1,2015-08-09,2015,Victoire,D,3
10,Monaco,Lille,0,0,9,3,12,4,1,0,2015-08-14,2015,Nul,D,1
11,Angers,Nantes,0,0,10,3,12,4,3,0,2015-08-15,2015,Nul,D,1
12,Caen,Toulouse,1,0,9,3,14,3,1,0,2015-08-15,2015,Victoire,D,3
13,Guingamp,Lyon,0,0,11,3,16,9,2,0,2015-08-15,2015,Defaite,D,0
14,Rennes,Montpellier,1,0,10,2,11,3,3,0,2015-08-15,2015,Victoire,D,3
15,St Etienne,Bordeaux,1,0,7,2,17,1,2,0,2015-08-15,2015,Nul,D,1
16,Troyes,Nice,3,1,11,7,11,11,3,1,2015-08-15,2015,Nul,D,1
17,Lorient,Bastia,1,0,12,4,13,4,3,0,2015-08-16,2015,Nul,D,1
18,Paris SG,Ajaccio GFCO,2,2,18,6,8,4,1,0,2015-08-16,2015,Victoire,D,3
19,Reims,Marseille,1,1,15,5,13,8,2,0,2015-08-16,2015,Victoire,D,3
20,Montpellier,Paris SG,0,0,10,3,13,2,2,0,2015-08-21,2015,Defaite,D,0
21,Ajaccio GFCO,Angers,0,0,8,3,12,9,2,0,2015-08-22,2015,Defaite,D,0
22,Bastia,Guingamp,3,2,10,5,14,3,2,0,2015-08-22,2015,Victoire,D,3
23,Lyon,Rennes,1,1,15,4,12,6,1,0,2015-08-22,2015,Defaite,D,0
24,Nantes,Reims,1,0,13,6,12,1,1,0,2015-08-22,2015,Victoire,D,3
25,Nice,Caen,2,0,7,4,7,2,1,0,2015-08-22,2015,Victoire,D,3
26,Toulouse,Monaco,1,1,13,4,13,4,0,0,2015-08-22,2015,Nul,D,1
27,Lille,Bordeaux,0,0,15,5,11,12,1,0,2015-08-23,2015,Nul,D,1
28,Lorient,St Etienne,0,0,10,2,12,3,0,1,2015-08-23,2015,Defaite,D,0
29,Marseille,Troyes,6,1,16,7,8,6,1,0,2015-08-23,2015,Victoire,D,3
30,Guingamp,Marseille,2,0,12,5,10,4,1,0,2015-08-28,2015,Victoire,D,3
31,Angers,Nice,1,1,5,2,14,3,2,0,2015-08-29,2015,Nul,D,1
32,Caen,Lyon,0,0,14,6,13,8,1,1,2015-08-29,2015,Defaite,D,0
33,Lille,Ajaccio GFCO,1,1,13,5,13,7,1,0,2015-08-29,2015,Victoire,D,3
34,Reims,Lorient,4,1,14,10,12,5,3,0,2015-08-29,2015,Victoire,D,3
35,Rennes,Toulouse,3,1,13,5,12,7,2,0,2015-08-29,2015,Victoire,D,3
36,Troyes,Montpellier,0,0,8,1,16,4,2,0,2015-08-29,2015,Nul,D,1
37,Bordeaux,Nantes,2,1,19,4,9,7,3,0,2015-08-30,2015,Victoire,D,3
38,Monaco,Paris SG,0,0,3,2,7,3,0,0,2015-08-30,2015,Defaite,D,0
39,St Etienne,Bastia,2,1,23,6,11,12,1,0,2015-08-30,2015,Victoire,D,3
40,Paris SG,Bordeaux,2,2,19,5,11,11,2,0,2015-09-11,2015,Nul,D,1
41,Lorient,Angers,3,0,14,6,10,6,1,0,2015-09-12,2015,Victoire,D,3
42,Lyon,Lille,0,0,13,6,14,7,1,0,2015-09-12,2015,Nul,D,1
43,Montpellier,St Etienne,1,0,16,8,16,9,3,0,2015-09-12,2015,Defaite,D,0
44,Nice,Guingamp,0,0,16,1,10,1,1,0,2015-09-12,2015,Defaite,D,0
45,Toulouse,Reims,2,2,15,6,10,2,2,0,2015-09-12,2015,Nul,D,1
46,Troyes,Caen,1,0,14,6,7,6,4,0,2015-09-12,2015,Defaite,D,0
47,Ajaccio GFCO,Monaco,0,0,24,4,16,14,3,0,2015-09-13,2015,Defaite,D,0
48,Marseille,Bastia,4,1,12,7,11,5,2,0,2015-09-13,2015,Victoire,D,3
49,Nantes,Rennes,0,0,10,3,14,1,2,2,2015-09-13,2015,Defaite,D,0
50,Rennes,Lille,1,0,9,3,17,8,3,0,2015-09-18,2015,Nul,D,1
51,Angers,Troyes,1,0,16,4,15,6,2,1,2015-09-19,2015,Victoire,D,3
52,Bastia,Nice,1,1,8,2,11,7,1,0,2015-09-19,2015,Defaite,D,0
53,Caen,Montpellier,2,1,16,6,15,3,2,0,2015-09-19,2015,Victoire,D,3
54,Guingamp,Ajaccio GFCO,2,1,14,4,6,10,2,0,2015-09-19,2015,Victoire,D,3
55,Reims,Paris SG,1,0,7,3,9,3,2,0,2015-09-19,2015,Nul,D,1
56,Bordeaux,Toulouse,1,0,17,5,18,6,2,0,2015-09-20,2015,Nul,D,1
57,Marseille,Lyon,1,0,14,4,15,1,4,1,2015-09-20,2015,Nul,D,1
58,Monaco,Lorient,2,1,13,6,11,3,4,0,2015-09-20,2015,Defaite,D,0
59,St Etienne,Nantes,2,1,12,3,11,3,2,0,2015-09-20,2015,Victoire,D,3
60,Angers,Reims,0,0,8,3,8,1,1,0,2015-09-22,2015,Nul,D,1
61,Paris SG,Guingamp,3,1,18,10,10,9,1,0,2015-09-22,2015,Victoire,D,3
62,Ajaccio GFCO,Rennes,1,1,13,2,6,3,0,0,2015-09-23,2015,Nul,D,1
63,Lorient,Caen,2,2,8,4,13,4,2,0,2015-09-23,2015,Victoire,D,3
64,Lyon,Bastia,2,1,14,7,9,3,2,0,2015-09-23,2015,Victoire,D,3
65,Nice,Bordeaux,6,2,17,10,14,4,0,0,2015-09-23,2015,Victoire,D,3
66,Toulouse,Marseille,1,0,11,3,12,3,2,2,2015-09-23,2015,Nul,D,1
67,Troyes,St Etienne,0,0,14,4,10,7,3,0,2015-09-23,2015,Defaite,D,0
68,Montpellier,Monaco,2,2,16,5,13,2,2,0,2015-09-24,2015,Defaite,D,0
69,Reims,Lille,1,0,10,5,16,4,3,0,2015-09-25,2015,Victoire,D,3
70,Bastia,Toulouse,3,3,9,6,10,1,3,0,2015-09-26,2015,Victoire,D,3
71,Bordeaux,Lyon,3,3,10,4,10,3,2,0,2015-09-26,2015,Victoire,D,3
72,Caen,Ajaccio GFCO,2,1,16,9,12,8,1,0,2015-09-26,2015,Victoire,D,3
73,Nantes,Paris SG,1,1,7,2,20,4,2,0,2015-09-26,2015,Defaite,D,0
74,Rennes,Troyes,1,0,19,5,11,8,1,1,2015-09-26,2015,Nul,D,1
75,Guingamp,Monaco,3,1,16,7,19,4,5,0,2015-09-27,2015,Nul,D,1
76,Marseille,Angers,1,0,18,4,12,6,3,0,2015-09-27,2015,Defaite,D,0
77,Montpellier,Lorient,2,1,11,4,11,9,2,0,2015-09-27,2015,Victoire,D,3
78,St Etienne,Nice,1,1,13,5,12,8,4,0,2015-09-27,2015,Defaite,D,0
79,Lille,Nantes,0,0,20,4,8,11,0,0,2015-09-29,2015,Defaite,D,0
80,Lille,Montpellier,2,1,22,5,17,9,3,0,2015-10-02,2015,Victoire,D,3
81,Ajaccio GFCO,Toulouse,2,2,7,3,16,6,3,0,2015-10-03,2015,Nul,D,1
82,Angers,Bastia,1,1,17,6,16,7,1,0,2015-10-03,2015,Victoire,D,3
83,Lyon,Reims,1,1,17,6,11,5,2,0,2015-10-03,2015,Victoire,D,3
84,Troyes,Guingamp,0,0,12,2,22,5,1,1,2015-10-03,2015,Defaite,D,0
85,Caen,St Etienne,1,0,14,7,11,5,0,0,2015-10-04,2015,Victoire,D,3
86,Lorient,Bordeaux,3,0,7,4,8,3,0,1,2015-10-04,2015,Victoire,D,3
87,Monaco,Rennes,1,0,14,6,14,8,3,0,2015-10-04,2015,Nul,D,1
88,Paris SG,Marseille,2,2,16,8,13,4,2,0,2015-10-04,2015,Victoire,D,3
89,Monaco,Lyon,1,1,12,4,19,3,2,1,2015-10-16,2015,Nul,D,1
90,Bastia,Paris SG,0,0,6,2,14,2,3,0,2015-10-17,2015,Defaite,D,0
91,Guingamp,Lille,1,1,10,2,11,3,1,0,2015-10-17,2015,Nul,D,1
92,Nantes,Troyes,3,1,17,4,4,5,0,0,2015-10-17,2015,Victoire,D,3
93,Reims,Caen,0,0,12,2,13,4,2,0,2015-10-17,2015,Defaite,D,0
94,St Etienne,Ajaccio GFCO,2,1,13,6,11,5,0,0,2015-10-17,2015,Victoire,D,3
95,Toulouse,Angers,1,1,21,6,12,9,1,0,2015-10-17,2015,Defaite,D,0
96,Bordeaux,Montpellier,0,0,16,3,16,7,4,0,2015-10-18,2015,Nul,D,1
97,Marseille,Lorient,1,1,21,8,19,11,1,0,2015-10-18,2015,Nul,D,1
98,Rennes,Nice,1,0,15,3,15,4,2,0,2015-10-18,2015,Defaite,D,0
99,Caen,Nantes,0,0,16,4,8,7,1,0,2015-10-23,2015,Defaite,D,0
100,Lyon,Toulouse,3,1,20,8,16,4,1,0,2015-10-23,2015,Victoire,D,3
101,Ajaccio GFCO,Nice,3,3,13,6,16,5,3,1,2015-10-24,2015,Victoire,D,3
102,Angers,Guingamp,0,0,10,2,20,7,2,1,2015-10-24,2015,Nul,D,1
103,Lorient,Rennes,1,1,10,5,12,3,0,1,2015-10-24,2015,Nul,D,1
104,Montpellier,Bastia,2,0,10,3,8,5,1,0,2015-10-24,2015,Victoire,D,3
105,Bordeaux,Troyes,1,0,16,4,9,5,1,0,2015-10-25,2015,Victoire,D,3
106,Lille,Marseille,1,0,10,4,14,3,3,0,2015-10-25,2015,Defaite,D,0
107,Paris SG,St Etienne,4,1,21,10,9,5,0,0,2015-10-25,2015,Victoire,D,3
108,Reims,Monaco,0,0,13,6,13,3,1,1,2015-10-25,2015,Defaite,D,0
109,Rennes,Paris SG,0,0,5,2,14,1,0,0,2015-10-30,2015,Defaite,D,0
110,Ajaccio GFCO,Bordeaux,2,1,7,4,20,2,3,1,2015-10-31,2015,Victoire,D,3
111,Bastia,Caen,1,1,11,6,12,8,1,0,2015-10-31,2015,Victoire,D,3
112,Guingamp,Lorient,2,1,13,4,10,4,3,1,2015-10-31,2015,Nul,D,1
113,St Etienne,Reims,3,0,20,8,11,7,1,0,2015-10-31,2015,Victoire,D,3
114,Toulouse,Montpellier,1,1,10,5,22,3,4,0,2015-10-31,2015,Nul,D,1
115,Troyes,Lyon,0,0,8,2,12,3,2,1,2015-10-31,2015,Defaite,D,0
116,Monaco,Angers,1,1,13,2,7,2,3,0,2015-11-01,2015,Victoire,D,3
117,Nantes,Marseille,0,0,12,4,20,5,2,0,2015-11-01,2015,Defaite,D,0
118,Nice,Lille,0,0,9,4,24,7,3,0,2015-11-01,2015,Nul,D,1
119,Nice,Nantes,1,1,9,3,7,3,1,0,2015-11-04,2015,Defaite,D,0
120,Angers,Rennes,0,0,18,3,8,5,1,0,2015-11-06,2015,Defaite,D,0
121,Caen,Guingamp,2,0,16,5,11,11,1,0,2015-11-07,2015,Victoire,D,3
122,Lille,Bastia,1,0,10,1,14,5,1,1,2015-11-07,2015,Nul,D,1
123,Lorient,Troyes,4,1,29,10,9,10,0,0,2015-11-07,2015,Victoire,D,3
124,Montpellier,Nantes,2,1,10,4,6,2,0,0,2015-11-07,2015,Victoire,D,3
125,Paris SG,Toulouse,5,2,15,9,13,5,2,0,2015-11-07,2015,Victoire,D,3
126,Reims,Ajaccio GFCO,1,0,13,2,10,7,3,0,2015-11-07,2015,Defaite,D,0
127,Bordeaux,Monaco,3,2,9,4,17,5,2,0,2015-11-08,2015,Victoire,D,3
128,Lyon,St Etienne,3,1,17,8,19,5,4,0,2015-11-08,2015,Victoire,D,3
129,Marseille,Nice,0,0,14,3,14,7,2,0,2015-11-08,2015,Defaite,D,0
130,Nice,Lyon,3,1,13,8,13,3,1,0,2015-11-20,2015,Victoire,D,3
131,Guingamp,Toulouse,2,0,7,5,17,3,3,0,2015-11-21,2015,Victoire,D,3
132,Lorient,Paris SG,1,0,13,6,13,3,2,0,2015-11-21,2015,Defaite,D,0
133,Monaco,Nantes,1,1,8,4,13,6,2,0,2015-11-21,2015,Victoire,D,3
134,Montpellier,Reims,3,1,11,4,12,3,3,0,2015-11-21,2015,Victoire,D,3
135,Troyes,Lille,1,0,10,5,17,6,2,0,2015-11-21,2015,Nul,D,1
136,Bastia,Ajaccio GFCO,1,1,9,5,11,2,2,0,2015-11-22,2015,Defaite,D,0
137,Caen,Angers,0,0,13,2,8,4,1,1,2015-11-22,2015,Nul,D,1
138,Rennes,Bordeaux,2,1,8,4,17,5,2,0,2015-11-22,2015,Nul,D,1
139,St Etienne,Marseille,0,0,12,4,10,5,1,0,2015-11-22,2015,Defaite,D,0
140,Lyon,Montpellier,2,1,12,5,13,5,3,0,2015-11-27,2015,Defaite,D,0
141,Ajaccio GFCO,Lorient,1,1,17,3,12,4,2,0,2015-11-28,2015,Nul,D,1
142,Angers,Lille,2,2,9,5,22,1,2,0,2015-11-28,2015,Victoire,D,3
143,Nantes,Bastia,0,0,14,3,24,7,2,1,2015-11-28,2015,Nul,D,1
144,Paris SG,Troyes,4,1,22,9,5,7,0,0,2015-11-28,2015,Victoire,D,3
145,Reims,Rennes,2,0,12,4,14,3,3,1,2015-11-28,2015,Nul,D,1
146,Toulouse,Nice,2,1,10,6,13,3,2,0,2015-11-28,2015,Victoire,D,3
147,Bordeaux,Caen,1,0,10,3,15,4,3,1,2015-11-29,2015,Defaite,D,0
148,Marseille,Monaco,3,1,12,6,15,3,1,0,2015-11-29,2015,Nul,D,1
149,St Etienne,Guingamp,3,0,10,7,23,4,2,1,2015-11-29,2015,Victoire,D,3
150,Angers,Paris SG,0,0,8,1,8,3,0,0,2015-12-01,2015,Nul,D,1
151,Lorient,Nice,0,0,10,3,13,7,2,0,2015-12-01,2015,Nul,D,1
152,Nantes,Lyon,0,0,9,3,23,3,1,0,2015-12-01,2015,Nul,D,1
153,Bastia,Bordeaux,1,0,8,4,18,7,1,0,2015-12-02,2015,Victoire,D,3
154,Guingamp,Reims,1,1,8,2,21,4,2,1,2015-12-02,2015,Defaite,D,0
155,Lille,St Etienne,1,0,13,5,12,6,2,0,2015-12-02,2015,Victoire,D,3
156,Monaco,Caen,1,0,10,4,9,4,0,0,2015-12-02,2015,Nul,D,1
157,Montpellier,Ajaccio GFCO,0,0,16,6,7,9,1,0,2015-12-02,2015,Defaite,D,0
158,Troyes,Toulouse,0,0,18,7,11,10,0,1,2015-12-02,2015,Defaite,D,0
159,Rennes,Marseille,0,0,10,1,17,5,4,0,2015-12-03,2015,Defaite,D,0
160,Nice,Paris SG,0,0,7,2,9,3,0,1,2015-12-04,2015,Defaite,D,0
161,Ajaccio GFCO,Nantes,1,0,25,6,11,5,2,0,2015-12-05,2015,Nul,D,1
162,Bastia,Monaco,1,0,5,2,13,2,3,0,2015-12-05,2015,Defaite,D,0
163,Caen,Lille,1,0,15,5,16,14,2,0,2015-12-05,2015,Defaite,D,0
164,Lyon,Angers,0,0,13,1,15,7,3,0,2015-12-05,2015,Defaite,D,0
165,Reims,Troyes,1,1,11,3,8,7,1,0,2015-12-05,2015,Nul,D,1
