,Equipe,Adversaire,Buts,Buts_mi_temps,Nb_tirs,Nb_tirs_cadres,Nb_fautes,Corners,Carton_jaune,Carton_rouge,Date,Saison,Resultat_match,D_E,Nb_points
166,Toulouse,Lorient,2,1,20,3,15,10,1,0,2015-12-05,2015,Defaite,D,0
167,Bordeaux,Guingamp,1,0,13,4,10,4,1,0,2015-12-06,2015,Victoire,D,3
168,Marseille,Montpellier,2,0,14,8,10,6,2,0,2015-12-06,2015,Nul,D,1
169,St Etienne,Rennes,1,0,14,4,15,12,2,0,2015-12-06,2015,Nul,D,1
170,Rennes,Caen,1,0,22,8,7,12,1,0,2015-12-11,2015,Nul,D,1
171,Lille,Lorient,3,1,16,7,13,3,2,0,2015-12-12,2015,Victoire,D,3
172,Montpellier,Guingamp,2,0,10,6,13,1,3,0,2015-12-12,2015,Victoire,D,3
173,Nantes,Toulouse,1,0,15,2,18,4,4,0,2015-12-12,2015,Nul,D,1
174,Reims,Nice,1,0,17,7,12,3,2,1,2015-12-12,2015,Nul,D,1
175,Troyes,Bastia,1,0,17,4,11,10,2,0,2015-12-12,2015,Nul,D,1
176,Angers,Bordeaux,1,0,7,3,13,5,1,0,2015-12-13,2015,Nul,D,1
177,Marseille,Ajaccio GFCO,1,1,9,3,12,2,2,1,2015-12-13,2015,Nul,D,1
178,Monaco,St Etienne,1,0,10,4,20,10,3,0,2015-12-13,2015,Victoire,D,3
179,Paris SG,Lyon,5,2,11,8,16,6,2,0,2015-12-13,2015,Victoire,D,3
180,Nice,Montpellier,1,1,9,4,18,9,2,0,2015-12-18,2015,Victoire,D,3
181,Bastia,Reims,2,1,7,2,18,4,3,0,2015-12-19,2015,Victoire,D,3
182,Caen,Paris SG,0,0,8,1,9,7,3,0,2015-12-19,2015,Defaite,D,0
183,Guingamp,Rennes,0,0,13,4,11,10,1,0,2015-12-19,2015,Defaite,D,0
184,Lorient,Nantes,0,0,18,2,6,9,0,0,2015-12-19,2015,Nul,D,1
185,Toulouse,Lille,1,1,7,4,18,2,2,1,2015-12-19,2015,Nul,D,1
186,Troyes,Monaco,0,0,11,2,6,6,2,1,2015-12-19,2015,Nul,D,1
187,Ajaccio GFCO,Lyon,2,1,12,8,21,5,3,0,2015-12-20,2015,Victoire,D,3
188,Bordeaux,Marseille,1,0,11,3,13,3,3,0,2015-12-20,2015,Nul,D,1
189,St Etienne,Angers,1,0,15,1,9,9,3,0,2015-12-20,2015,Victoire,D,3
190,Paris SG,Bastia,2,2,14,3,10,8,1,0,2016-01-08,2015,Victoire,D,3
191,Angers,Caen,2,1,13,5,6,7,0,0,2016-01-09,2015,Victoire,D,3
192,Lyon,Troyes,4,1,22,8,16,4,1,0,2016-01-09,2015,Victoire,D,3
193,Monaco,Ajaccio GFCO,2,0,11,4,16,6,2,0,2016-01-09,2015,Nul,D,1
194,Montpellier,Bordeaux,0,0,12,4,13,8,2,0,2016-01-09,2015,Defaite,D,0
195,Reims,Toulouse,1,1,8,3,18,2,2,1,2016-01-09,2015,Defaite,D,0
196,Rennes,Lorient,2,2,12,4,8,5,0,0,2016-01-09,2015,Nul,D,1
197,Lille,Nice,1,1,10,3,20,2,3,0,2016-01-10,2015,Nul,D,1
198,Marseille,Guingamp,0,0,15,3,18,8,2,0,2016-01-10,2015,Nul,D,1
199,Nantes,St Etienne,2,1,18,6,18,6,1,0,2016-01-10,2015,Victoire,D,3
200,Nice,Angers,2,0,11,5,9,6,2,0,2016-01-15,2015,Victoire,D,3
201,Ajaccio GFCO,Reims,2,1,18,4,13,4,2,0,2016-01-16,2015,Nul,D,1
202,Bastia,Montpellier,1,0,2,1,21,1,3,1,2016-01-16,2015,Victoire,D,3
203,Bordeaux,Lille,1,0,14,3,17,8,2,0,2016-01-16,2015,Victoire,D,3
204,Guingamp,Nantes,2,2,8,4,10,7,4,1,2016-01-16,2015,Nul,D,1
205,Toulouse,Paris SG,0,0,9,3,9,2,1,0,2016-01-16,2015,Defaite,D,0
206,Troyes,Rennes,2,2,12,5,7,8,3,0,2016-01-16,2015,Defaite,D,0
207,Caen,Marseille,1,0,7,3,16,0,2,0,2016-01-17,2015,Defaite,D,0
208,Lorient,Monaco,0,0,8,2,14,3,2,0,2016-01-17,2015,Defaite,D,0
209,St Etienne,Lyon,1,0,9,2,25,2,3,0,2016-01-17,2015,Victoire,D,3
210,Rennes,Ajaccio GFCO,1,0,10,3,9,8,3,0,2016-01-22,2015,Victoire,D,3
211,Guingamp,Bastia,1,0,16,3,6,5,1,0,2016-01-23,2015,Victoire,D,3
212,Lille,Troyes,1,1,20,5,11,9,2,0,2016-01-23,2015,Defaite,D,0
213,Montpellier,Caen,1,1,15,2,7,5,2,0,2016-01-23,2015,Defaite,D,0
214,Nantes,Bordeaux,2,2,8,2,17,4,2,0,2016-01-23,2015,Nul,D,1
215,Nice,Lorient,2,2,8,2,17,4,1,0,2016-01-23,2015,Victoire,D,3
216,Paris SG,Angers,5,2,16,10,8,3,0,0,2016-01-23,2015,Victoire,D,3
217,Lyon,Marseille,1,0,22,9,17,8,2,0,2016-01-24,2015,Nul,D,1
218,Monaco,Toulouse,4,2,14,5,21,6,4,0,2016-01-24,2015,Victoire,D,3
219,Reims,St Etienne,1,0,12,3,16,5,2,0,2016-01-24,2015,Nul,D,1
220,Marseille,Lille,1,0,16,3,12,7,1,1,2016-01-29,2015,Nul,D,1
221,Ajaccio GFCO,Montpellier,0,0,16,3,14,5,3,0,2016-01-30,2015,Defaite,D,0
222,Angers,Monaco,3,2,19,10,16,5,2,0,2016-01-30,2015,Victoire,D,3
223,Bastia,Lyon,1,0,7,3,13,1,3,1,2016-01-30,2015,Victoire,D,3
224,Lorient,Reims,2,1,8,4,15,6,3,0,2016-01-30,2015,Victoire,D,3
225,Toulouse,Guingamp,1,0,14,6,17,6,1,1,2016-01-30,2015,Defaite,D,0
226,Troyes,Nantes,0,0,13,5,12,6,1,0,2016-01-30,2015,Defaite,D,0
227,Bordeaux,Rennes,4,1,21,7,8,3,2,0,2016-01-31,2015,Victoire,D,3
228,Caen,Nice,2,2,9,5,12,3,1,0,2016-01-31,2015,Victoire,D,3
229,St Etienne,Paris SG,0,0,12,3,23,7,4,0,2016-01-31,2015,Defaite,D,0
230,Monaco,Bastia,2,1,8,4,12,4,2,0,2016-02-02,2015,Victoire,D,3
231,Montpellier,Marseille,0,0,11,3,18,6,2,0,2016-02-02,2015,Defaite,D,0
232,Guingamp,Troyes,4,1,12,5,11,3,1,0,2016-02-03,2015,Victoire,D,3
233,Lille,Caen,1,0,12,6,18,9,0,0,2016-02-03,2015,Victoire,D,3
234,Lyon,Bordeaux,3,1,17,5,9,3,2,0,2016-02-03,2015,Victoire,D,3
235,Nantes,Ajaccio GFCO,3,2,16,8,16,4,1,0,2016-02-03,2015,Victoire,D,3
236,Nice,Toulouse,1,0,10,2,10,7,1,0,2016-02-03,2015,Victoire,D,3
237,Paris SG,Lorient,3,1,16,7,9,4,1,0,2016-02-03,2015,Victoire,D,3
238,Reims,Angers,2,1,13,4,10,8,0,0,2016-02-03,2015,Victoire,D,3
239,Rennes,St Etienne,0,0,5,0,9,4,2,0,2016-02-04,2015,Defaite,D,0
240,Ajaccio GFCO,Guingamp,0,0,17,2,14,4,1,0,2016-02-06,2015,Nul,D,1
241,Angers,Lyon,0,0,5,0,9,2,1,1,2016-02-06,2015,Defaite,D,0
242,Bastia,Troyes,2,1,11,5,8,8,0,1,2016-02-06,2015,Victoire,D,3
243,Caen,Reims,0,0,12,4,13,6,3,0,2016-02-06,2015,Defaite,D,0
244,Lorient,Montpellier,1,0,6,4,10,7,1,1,2016-02-06,2015,Nul,D,1
245,Monaco,Nice,1,0,8,4,14,5,4,1,2016-02-06,2015,Victoire,D,3
246,Toulouse,Nantes,0,0,9,2,15,5,2,0,2016-02-06,2015,Nul,D,1
247,Bordeaux,St Etienne,1,1,10,3,19,3,4,1,2016-02-07,2015,Defaite,D,0
248,Lille,Rennes,1,1,17,6,12,4,1,1,2016-02-07,2015,Nul,D,1
249,Marseille,Paris SG,1,1,18,7,7,6,0,0,2016-02-07,2015,Defaite,D,0
250,Rennes,Angers,1,0,10,2,10,7,0,0,2016-02-12,2015,Victoire,D,3
251,Ajaccio GFCO,Troyes,2,1,18,6,17,11,2,0,2016-02-13,2015,Defaite,D,0
252,Guingamp,Bordeaux,2,1,10,2,18,5,1,0,2016-02-13,2015,Defaite,D,0
253,Montpellier,Toulouse,2,1,7,2,14,4,0,0,2016-02-13,2015,Victoire,D,3
254,Nantes,Lorient,2,2,9,2,18,5,1,0,2016-02-13,2015,Victoire,D,3
255,Paris SG,Lille,0,0,12,4,13,3,2,0,2016-02-13,2015,Nul,D,1
256,Reims,Bastia,0,0,13,5,25,3,5,0,2016-02-13,2015,Defaite,D,0
257,Lyon,Caen,4,3,20,8,14,5,3,0,2016-02-14,2015,Victoire,D,3
258,Nice,Marseille,1,0,9,3,14,0,1,0,2016-02-14,2015,Nul,D,1
259,St Etienne,Monaco,1,0,19,6,8,12,0,0,2016-02-14,2015,Nul,D,1
260,Bordeaux,Nice,0,0,15,2,6,7,0,0,2016-02-19,2015,Nul,D,1
261,Angers,Montpellier,2,0,13,4,14,1,0,0,2016-02-20,2015,Defaite,D,0
262,Lorient,Guingamp,4,1,26,9,15,6,4,0,2016-02-20,2015,Victoire,D,3
263,Monaco,Troyes,3,2,16,8,10,5,2,0,2016-02-20,2015,Victoire,D,3
264,Paris SG,Reims,4,3,15,6,8,9,2,0,2016-02-20,2015,Victoire,D,3
265,Toulouse,Ajaccio GFCO,1,0,13,3,13,5,1,0,2016-02-20,2015,Nul,D,1
266,Caen,Rennes,1,0,10,5,13,8,1,0,2016-02-21,2015,Victoire,D,3
267,Lille,Lyon,1,1,9,2,17,8,5,0,2016-02-21,2015,Victoire,D,3
268,Marseille,St Etienne,1,0,8,2,15,9,0,1,2016-02-21,2015,Nul,D,1
269,Nice,Bastia,0,0,10,5,15,5,3,1,2016-02-26,2015,Defaite,D,0
270,Guingamp,Angers,2,1,15,3,11,8,3,0,2016-02-27,2015,Nul,D,1
271,Montpellier,Lille,3,0,10,5,14,3,1,0,2016-02-27,2015,Victoire,D,3
272,Reims,Bordeaux,4,2,15,7,16,7,2,0,2016-02-27,2015,Victoire,D,3
273,Toulouse,Rennes,1,0,6,1,19,4,2,0,2016-02-27,2015,Defaite,D,0
274,Troyes,Lorient,0,0,12,6,6,5,2,1,2016-02-27,2015,Defaite,D,0
275,Lyon,Paris SG,2,2,14,7,21,6,3,0,2016-02-28,2015,Victoire,D,3
276,Nantes,Monaco,0,0,14,4,13,8,1,0,2016-02-28,2015,Nul,D,1
277,St Etienne,Caen,1,0,16,4,9,4,2,0,2016-02-28,2015,Defaite,D,0
278,Caen,Monaco,2,0,14,6,11,4,1,0,2016-03-04,2015,Nul,D,1
279,Angers,St Etienne,0,0,7,1,8,4,4,0,2016-03-05,2015,Nul,D,1
280,Bastia,Lorient,0,0,24,7,15,8,3,0,2016-03-05,2015,Nul,D,1
281,Bordeaux,Ajaccio GFCO,1,1,12,3,13,3,2,0,2016-03-05,2015,Nul,D,1
282,Lille,Reims,2,0,8,5,15,2,2,0,2016-03-05,2015,Victoire,D,3
283,Nice,Troyes,2,1,18,7,6,7,1,0,2016-03-05,2015,Victoire,D,3
284,Paris SG,Montpellier,0,0,7,5,11,5,0,0,2016-03-05,2015,Nul,D,1
285,Lyon,Guingamp,5,3,16,9,13,6,2,0,2016-03-06,2015,Victoire,D,3
286,Marseille,Toulouse,1,0,20,8,12,9,2,0,2016-03-06,2015,Nul,D,1
287,Rennes,Nantes,4,4,11,7,10,2,1,1,2016-03-06,2015,Victoire,D,3
288,Ajaccio GFCO,Marseille,1,0,17,6,24,7,2,0,2016-03-09,2015,Nul,D,1
289,Bastia,Nantes,0,0,5,1,13,6,1,0,2016-03-09,2015,Nul,D,1
290,Monaco,Reims,2,2,12,7,15,10,2,0,2016-03-11,2015,Nul,D,1
291,Ajaccio GFCO,Caen,1,0,19,4,10,4,0,0,2016-03-12,2015,Victoire,D,3
292,Bastia,Lille,1,0,10,1,18,5,2,0,2016-03-12,2015,Defaite,D,0
293,Guingamp,St Etienne,2,2,8,3,10,4,0,0,2016-03-12,2015,Victoire,D,3
294,Lorient,Marseille,1,1,15,10,14,7,1,0,2016-03-12,2015,Nul,D,1
295,Montpellier,Nice,0,0,11,6,17,4,2,0,2016-03-12,2015,Defaite,D,0
296,Toulouse,Bordeaux,4,1,20,11,20,3,3,0,2016-03-12,2015,Victoire,D,3
297,Nantes,Angers,2,0,11,7,15,6,2,0,2016-03-13,2015,Victoire,D,3
298,Rennes,Lyon,2,0,13,4,16,2,5,0,2016-03-13,2015,Nul,D,1
299,Troyes,Paris SG,0,0,16,3,9,5,1,1,2016-03-13,2015,Defaite,D,0
300,Marseille,Rennes,2,1,14,5,8,11,2,0,2016-03-18,2015,Defaite,D,0
301,Angers,Lorient,5,3,23,10,12,6,1,0,2016-03-19,2015,Victoire,D,3
302,Caen,Troyes,2,1,23,6,15,7,1,0,2016-03-19,2015,Victoire,D,3
303,Lille,Toulouse,1,1,6,2,8,3,3,0,2016-03-19,2015,Victoire,D,3
304,Lyon,Nantes,2,0,8,4,12,3,1,0,2016-03-19,2015,Victoire,D,3
305,Reims,Guingamp,0,0,19,3,16,7,4,0,2016-03-19,2015,Defaite,D,0
306,St Etienne,Montpellier,3,0,9,4,14,5,1,0,2016-03-19,2015,Victoire,D,3
307,Bordeaux,Bastia,1,0,12,4,10,6,2,0,2016-03-20,2015,Nul,D,1
308,Nice,Ajaccio GFCO,3,1,10,5,3,3,1,0,2016-03-20,2015,Victoire,D,3
309,Paris SG,Monaco,0,0,23,4,7,10,1,0,2016-03-20,2015,Defaite,D,0
310,Monaco,Bordeaux,1,0,15,5,18,8,1,0,2016-04-01,2015,Defaite,D,0
311,Ajaccio GFCO,St Etienne,0,0,17,5,13,7,1,0,2016-04-02,2015,Defaite,D,0
312,Guingamp,Montpellier,2,1,10,3,15,6,2,0,2016-04-02,2015,Nul,D,1
313,Paris SG,Nice,4,2,13,7,12,7,1,0,2016-04-02,2015,Victoire,D,3
314,Rennes,Reims,3,2,10,5,15,2,1,0,2016-04-02,2015,Victoire,D,3
315,Toulouse,Caen,2,1,7,1,13,4,1,0,2016-04-02,2015,Victoire,D,3
316,Troyes,Angers,0,0,12,7,12,5,1,0,2016-04-02,2015,Defaite,D,0
317,Bastia,Marseille,2,0,6,1,19,6,3,0,2016-04-03,2015,Victoire,D,3
318,Lorient,Lyon,1,1,8,2,7,6,0,0,2016-04-03,2015,Defaite,D,0
319,Nantes,Lille,0,0,13,6,12,8,2,0,2016-04-03,2015,Defaite,D,0
320,Montpellier,Lyon,0,0,7,2,15,4,1,0,2016-04-08,2015,Defaite,D,0
321,Angers,Ajaccio GFCO,0,0,7,1,9,2,1,0,2016-04-09,2015,Nul,D,1
322,Caen,Lorient,1,0,18,4,10,6,1,0,2016-04-09,2015,Defaite,D,0
323,Guingamp,Paris SG,0,0,8,2,17,9,1,0,2016-04-09,2015,Defaite,D,0
324,Reims,Nantes,2,1,10,4,10,5,2,0,2016-04-09,2015,Victoire,D,3
325,St Etienne,Troyes,1,0,16,7,13,10,2,0,2016-04-09,2015,Victoire,D,3
326,Toulouse,Bastia,4,0,11,7,14,2,1,0,2016-04-09,2015,Victoire,D,3
327,Lille,Monaco,4,1,8,4,12,3,1,1,2016-04-10,2015,Victoire,D,3
328,Marseille,Bordeaux,0,0,7,4,13,9,2,0,2016-04-10,2015,Nul,D,1
329,Nice,Rennes,3,2,12,8,7,2,0,0,2016-04-10,2015,Victoire,D,3
330,Lyon,Nice,1,0,14,3,16,5,2,1,2016-04-15,2015,Nul,D,1
331,Ajaccio GFCO,Lille,2,1,13,4,14,1,2,1,2016-04-16,2015,Defaite,D,0
332,Bastia,St Etienne,0,0,16,2,11,3,3,0,2016-04-16,2015,Defaite,D,0
333,Bordeaux,Angers,1,0,16,4,14,9,2,0,2016-04-16,2015,Defaite,D,0
334,Lorient,Toulouse,1,0,11,4,16,2,1,0,2016-04-16,2015,Nul,D,1
335,Paris SG,Caen,6,2,22,10,11,4,0,0,2016-04-16,2015,Victoire,D,3
336,Troyes,Reims,2,0,21,12,18,10,2,0,2016-04-16,2015,Victoire,D,3
337,Monaco,Marseille,2,0,14,4,16,7,1,0,2016-04-17,2015,Victoire,D,3
338,Nantes,Montpellier,0,0,9,0,14,6,1,0,2016-04-17,2015,Defaite,D,0
339,Rennes,Guingamp,0,0,9,3,12,6,3,0,2016-04-17,2015,Defaite,D,0
340,Nice,Reims,2,1,10,5,11,10,1,0,2016-04-22,2015,Victoire,D,3
341,Toulouse,Lyon,2,0,9,5,13,5,2,0,2016-04-23,2015,Defaite,D,0
342,Ajaccio GFCO,Bastia,3,2,8,5,21,2,4,0,2016-04-24,2015,Victoire,D,3
343,Guingamp,Caen,1,0,11,2,11,9,1,1,2016-04-24,2015,Nul,D,1
344,Marseille,Nantes,1,0,7,3,14,4,1,1,2016-04-24,2015,Nul,D,1
345,Montpellier,Troyes,4,3,15,7,7,4,0,1,2016-04-24,2015,Victoire,D,3
346,Rennes,Monaco,1,0,11,3,12,9,1,0,2016-04-24,2015,Nul,D,1
347,St Etienne,Lorient,2,0,12,5,14,4,2,0,2016-04-24,2015,Victoire,D,3
348,Lille,Angers,0,0,12,3,12,9,1,0,2016-04-27,2015,Nul,D,1
349,Paris SG,Rennes,4,0,27,12,6,5,1,0,2016-04-29,2015,Victoire,D,3
350,Caen,Bastia,0,0,14,5,9,4,1,0,2016-04-30,2015,Nul,D,1
351,Lorient,Lille,0,0,13,3,13,5,1,0,2016-04-30,2015,Defaite,D,0
352,Lyon,Ajaccio GFCO,2,2,6,2,11,5,1,0,2016-04-30,2015,Victoire,D,3
353,Monaco,Guingamp,3,2,16,8,14,5,2,0,2016-04-30,2015,Victoire,D,3
354,Nantes,Nice,1,0,18,4,9,7,1,0,2016-04-30,2015,Victoire,D,3
355,Reims,Montpellier,2,0,15,7,12,9,2,0,2016-04-30,2015,Defaite,D,0
356,St Etienne,Toulouse,0,0,9,0,21,2,2,1,2016-04-30,2015,Nul,D,1
357,Troyes,Bordeaux,2,0,18,7,11,9,4,0,2016-04-30,2015,Defaite,D,0
358,Angers,Marseille,0,0,12,1,14,2,2,0,2016-05-01,2015,Defaite,D,0
359,Ajaccio GFCO,Paris SG,0,0,7,1,9,3,1,0,2016-05-07,2015,Defaite,D,0
360,Bastia,Angers,1,1,9,6,16,6,1,0,2016-05-07,2015,Victoire,D,3
361,Bordeaux,Lorient,3,2,11,7,16,7,0,0,2016-05-07,2015,Victoire,D,3
362,Lille,Guingamp,0,0,28,7,15,11,1,0,2016-05-07,2015,Nul,D,1
363,Lyon,Monaco,6,4,23,15,9,7,0,0,2016-05-07,2015,Victoire,D,3
364,Marseille,Reims,1,0,21,8,15,7,2,0,2016-05-07,2015,Victoire,D,3
365,Montpellier,Rennes,2,0,17,5,9,8,0,0,2016-05-07,2015,Victoire,D,3
366,Nantes,Caen,1,0,15,5,9,6,2,0,2016-05-07,2015,Defaite,D,0
367,Nice,St Etienne,2,0,11,4,11,5,2,0,2016-05-07,2015,Victoire,D,3
368,Toulouse,Troyes,1,0,14,4,10,9,2,0,2016-05-07,2015,Victoire,D,3
369,Bordeaux,Paris SG,1,0,8,3,11,5,1,0,2016-05-11,2015,Nul,D,1
370,Angers,Toulouse,2,1,6,2,17,2,4,0,2016-05-14,2015,Defaite,D,0
371,Caen,Bordeaux,1,1,10,4,15,4,1,0,2016-05-14,2015,Victoire,D,3
372,Guingamp,Nice,2,1,15,3,9,4,2,0,2016-05-14,2015,Defaite,D,0
373,Lorient,Ajaccio GFCO,1,1,8,4,9,1,1,0,2016-05-14,2015,Victoire,D,3
374,Monaco,Montpellier,2,2,15,7,16,5,3,0,2016-05-14,2015,Victoire,D,3
375,Paris SG,Nantes,4,2,20,13,10,10,1,0,2016-05-14,2015,Victoire,D,3
376,Reims,Lyon,4,2,14,6,21,0,4,0,2016-05-14,2015,Victoire,D,3
377,Rennes,Bastia,1,0,17,8,5,8,3,0,2016-05-14,2015,Defaite,D,0
378,St Etienne,Lille,0,0,12,3,14,7,1,0,2016-05-14,2015,Defaite,D,0
379,Troyes,Marseille,1,1,9,4,8,5,2,0,2016-05-14,2015,Nul,D,1
380,Bastia,Paris SG,0,0,10,0,15,2,3,0,2016-08-12,2016,Defaite,D,0
381,Monaco,Guingamp,2,0,18,4,14,8,3,0,2016-08-12,2016,Nul,D,1
382,Bordeaux,St Etienne,3,1,10,6,9,3,1,0,2016-08-13,2016,Victoire,D,3
383,Caen,Lorient,3,2,15,6,13,10,1,0,2016-08-13,2016,Victoire,D,3
384,Dijon,Nantes,0,0,6,2,6,3,0,0,2016-08-13,2016,Defaite,D,0
385,Metz,Lille,3,0,7,3,13,4,2,0,2016-08-13,2016,Victoire,D,3
386,Montpellier,Angers,1,1,14,3,9,7,1,0,2016-08-13,2016,Victoire,D,3
387,Marseille,Toulouse,0,0,10,2,14,9,3,0,2016-08-14,2016,Nul,D,1
388,Nancy,Lyon,0,0,11,1,18,4,4,0,2016-08-14,2016,Defaite,D,0
389,Nice,Rennes,1,0,7,1,12,4,0,0,2016-08-14,2016,Victoire,D,3
390,Lyon,Caen,2,1,21,7,17,13,3,0,2016-08-19,2016,Victoire,D,3
391,Angers,Nice,0,0,21,6,11,10,1,0,2016-08-20,2016,Defaite,D,0
392,Lille,Dijon,1,0,10,3,12,6,1,0,2016-08-20,2016,Victoire,D,3
393,Lorient,Bastia,0,0,10,3,15,2,2,2,2016-08-20,2016,Defaite,D,0
394,Nantes,Monaco,0,0,8,2,15,10,2,0,2016-08-20,2016,Defaite,D,0
395,Rennes,Nancy,2,1,9,3,11,3,4,0,2016-08-20,2016,Victoire,D,3
396,Toulouse,Bordeaux,4,2,11,5,19,3,1,0,2016-08-20,2016,Victoire,D,3
397,Guingamp,Marseille,2,1,14,4,9,4,0,0,2016-08-21,2016,Victoire,D,3
398,Paris SG,Metz,3,0,29,8,10,15,1,0,2016-08-21,2016,Victoire,D,3
399,St Etienne,Montpellier,3,0,14,5,9,4,1,0,2016-08-21,2016,Victoire,D,3
400,Marseille,Lorient,2,1,13,8,15,3,1,0,2016-08-26,2016,Victoire,D,3
401,Caen,Bastia,2,0,17,4,15,5,1,0,2016-08-27,2016,Victoire,D,3
402,Dijon,Lyon,4,2,8,5,11,2,2,0,2016-08-27,2016,Victoire,D,3
403,Metz,Angers,2,1,7,2,9,5,2,0,2016-08-27,2016,Victoire,D,3
404,Montpellier,Rennes,1,1,11,5,13,4,1,0,2016-08-27,2016,Nul,D,1
405,Nancy,Guingamp,0,0,19,3,9,5,2,0,2016-08-27,2016,Defaite,D,0
406,Nice,Lille,1,1,13,6,13,4,2,0,2016-08-27,2016,Nul,D,1
407,Bordeaux,Nantes,1,1,9,7,16,4,2,0,2016-08-28,2016,Victoire,D,3
408,Monaco,Paris SG,3,2,9,2,9,2,1,0,2016-08-28,2016,Victoire,D,3
409,St Etienne,Toulouse,0,0,16,3,9,7,2,0,2016-08-28,2016,Nul,D,1
410,Paris SG,St Etienne,1,0,15,4,11,4,2,0,2016-09-09,2016,Nul,D,1
411,Angers,Dijon,3,1,13,7,13,6,1,1,2016-09-10,2016,Victoire,D,3
412,Bastia,Toulouse,2,1,5,4,15,5,4,0,2016-09-10,2016,Victoire,D,3
413,Guingamp,Montpellier,1,1,12,4,14,7,1,0,2016-09-10,2016,Nul,D,1
414,Lille,Monaco,1,0,6,3,19,8,3,0,2016-09-10,2016,Defaite,D,0
415,Lorient,Nancy,0,0,9,2,11,8,0,0,2016-09-10,2016,Defaite,D,0
416,Lyon,Bordeaux,1,1,11,4,14,4,2,1,2016-09-10,2016,Defaite,D,0
417,Nantes,Metz,0,0,13,3,8,8,1,0,2016-09-11,2016,Defaite,D,0
418,Nice,Marseille,3,1,18,7,10,6,2,0,2016-09-11,2016,Victoire,D,3
419,Rennes,Caen,2,0,5,4,12,2,2,0,2016-09-11,2016,Victoire,D,3
420,Caen,Paris SG,0,0,13,1,9,4,1,0,2016-09-16,2016,Defaite,D,0
421,Bordeaux,Angers,0,0,10,4,9,3,0,1,2016-09-17,2016,Defaite,D,0
422,Dijon,Metz,0,0,16,6,15,8,4,0,2016-09-17,2016,Nul,D,1
423,Lorient,Lille,1,0,9,4,12,4,2,0,2016-09-17,2016,Victoire,D,3
424,Monaco,Rennes,3,1,17,7,13,3,1,0,2016-09-17,2016,Victoire,D,3
425,Nancy,Nantes,1,0,9,2,10,2,0,0,2016-09-17,2016,Nul,D,1
426,Toulouse,Guingamp,2,0,13,5,18,8,4,0,2016-09-17,2016,Victoire,D,3
427,Marseille,Lyon,0,0,13,2,16,6,3,0,2016-09-18,2016,Nul,D,1
428,Montpellier,Nice,1,0,15,5,18,6,1,0,2016-09-18,2016,Nul,D,1
429,St Etienne,Bastia,1,0,13,3,19,4,2,0,2016-09-18,2016,Victoire,D,3
430,Lille,Toulouse,1,1,19,5,13,5,2,0,2016-09-20,2016,Defaite,D,0
431,Paris SG,Dijon,3,2,8,4,8,5,1,0,2016-09-20,2016,Victoire,D,3
432,Angers,Caen,2,1,13,5,12,1,0,0,2016-09-21,2016,Victoire,D,3
433,Bastia,Nancy,0,0,10,5,12,5,0,0,2016-09-21,2016,Nul,D,1
434,Guingamp,Lorient,1,0,8,4,10,4,1,0,2016-09-21,2016,Victoire,D,3
435,Lyon,Montpellier,5,2,16,8,10,11,0,0,2016-09-21,2016,Victoire,D,3
436,Metz,Bordeaux,0,0,12,4,16,1,2,0,2016-09-21,2016,Defaite,D,0
437,Nantes,St Etienne,0,0,17,6,16,6,4,0,2016-09-21,2016,Nul,D,1
438,Nice,Monaco,4,2,9,7,12,2,1,0,2016-09-21,2016,Victoire,D,3
439,Rennes,Marseille,3,1,13,5,11,4,1,0,2016-09-21,2016,Victoire,D,3
440,Toulouse,Paris SG,2,0,11,3,12,3,3,0,2016-09-23,2016,Victoire,D,3
441,Bastia,Guingamp,1,0,11,6,17,5,1,1,2016-09-24,2016,Victoire,D,3
442,Bordeaux,Caen,0,0,12,2,7,4,0,0,2016-09-24,2016,Nul,D,1
443,Dijon,Rennes,3,2,15,5,7,7,1,0,2016-09-24,2016,Victoire,D,3
444,Lorient,Lyon,1,0,11,2,13,3,2,0,2016-09-24,2016,Victoire,D,3
445,Monaco,Angers,2,0,13,4,10,12,1,0,2016-09-24,2016,Victoire,D,3
446,Montpellier,Metz,0,0,16,2,14,7,2,0,2016-09-24,2016,Defaite,D,0
447,Marseille,Nantes,2,1,14,5,13,5,1,0,2016-09-25,2016,Victoire,D,3
448,Nancy,Nice,0,0,15,0,17,6,3,0,2016-09-25,2016,Defaite,D,0
449,St Etienne,Lille,3,0,9,3,17,4,3,0,2016-09-25,2016,Victoire,D,3
450,Rennes,Guingamp,1,0,13,3,10,6,2,0,2016-09-30,2016,Victoire,D,3
451,Caen,Toulouse,1,0,12,3,11,4,1,0,2016-10-01,2016,Victoire,D,3
452,Dijon,Montpellier,3,1,8,6,12,5,2,0,2016-10-01,2016,Nul,D,1
453,Lille,Nancy,1,0,14,4,14,8,2,0,2016-10-01,2016,Victoire,D,3
454,Metz,Monaco,0,0,14,2,14,7,2,1,2016-10-01,2016,Defaite,D,0
455,Nantes,Bastia,1,1,20,8,19,3,4,0,2016-10-01,2016,Victoire,D,3
456,Paris SG,Bordeaux,2,2,14,7,8,11,1,0,2016-10-01,2016,Victoire,D,3
457,Angers,Marseille,1,0,17,5,6,3,1,0,2016-10-02,2016,Nul,D,1
458,Lyon,St Etienne,2,1,14,7,18,7,3,0,2016-10-02,2016,Victoire,D,3
